,Título da checagem,Data da checagem,Natureza da notícia,Candidato(s) favorecidos(s) pela notícia falsa,Agência,Link
37,É #FAKE que agentes do Censo usam celular como urna eletrônica e roubam dados para fraudar eleição,9/9/2022,Falsa,Jair Bolsonaro,Fato ou Fake,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/09/09/e-fake-que-agentes-do-censo-usam-celular-como-urna-eletronica-e-roubam-dados-para-fraudar-eleicao.ghtml
38,Veja o que é #FATO ou #FAKE nas declarações dos candidatos à presidência na 4ª semana de campanha,9/9/2022,,indefinido,Fato ou Fake,https://g1.globo.com/fato-ou-fake/politica/noticia/2022/09/09/veja-o-que-e-fato-ou-fake-nas-declaracoes-dos-candidatos-a-presidencia-na-4a-semana-de-campanha.ghtml
39,É #FAKE que vídeo prove que Datafolha não entrevista bolsonaristas,9/14/2022,Falsa,Jair Bolsonaro,Fato ou Fake,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/09/14/e-fake-que-video-prove-que-datafolha-nao-entrevista-bolsonaristas.ghtml
40,Veja o que é #FATO ou #FAKE nas declarações dos candidatos à presidência na 5ª semana de campanha,9/16/2022,,indefinido,Fato ou Fake,https://g1.globo.com/fato-ou-fake/politica/noticia/2022/09/16/veja-o-que-e-fato-ou-fake-nas-declaracoes-dos-candidatos-a-presidencia-na-5a-semana-de-campanha.ghtml
41,É #FAKE áudio sobre picada de cobra em piscina de bolinha em shopping em Nova Iguaçu,9/16/2022,Falsa,indefinido,Fato ou Fake,https://g1.globo.com/fato-ou-fake/noticia/2022/09/16/e-fake-audio-sobre-picada-de-cobra-em-piscina-de-bolinha-em-shopping-em-nova-iguacu.ghtml
42,É #FAKE vídeo que mostra Bolsonaro na liderança da pesquisa Ipec divulgada em 12 de setembro de 2022,9/19/2022,Falsa,Jair Bolsonaro,Fato ou Fake,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/09/19/e-fake-video-que-mostra-bolsonaro-na-lideranca-da-pesquisa-ipec-divulgada-em-12-de-setembro-de-2022.ghtml
43,É #FAKE que Freixo disse no RJ1 que policiais não poderão atirar durante operação em favelas,9/19/2022,Falsa,Jair Bolsonaro,Fato ou Fake,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/09/19/e-fake-que-freixo-disse-no-rj1-que-policiais-nao-poderao-atirar-durante-operacao-em-favelas.ghtml
44,Veja o que é #FATO ou #FAKE no discurso de Bolsonaro na ONU,9/20/2022,,indefinido,Fato ou Fake,https://g1.globo.com/fato-ou-fake/politica/noticia/2022/09/20/veja-o-que-e-fato-ou-fake-no-discurso-de-bolsonaro-na-onu.ghtml
45,É #FAKE áudio atribuído a Bolsonaro em que ele xinga Michelle antes do desfile de 7 de setembro,9/20/2022,Falsa,Lula,Fato ou Fake,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/09/20/e-fake-audio-atribuido-a-bolsonaro-em-que-ele-xinga-michelle-antes-do-desfile-de-7-de-setembro.ghtml
46,É #FAKE vídeo que mostra Bolsonaro recebido com refrão de apoio a Lula em igreja,9/21/2022,Falsa,Lula,Fato ou Fake,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/09/21/e-fake-video-que-mostra-bolsonaro-recebido-com-refrao-de-apoio-a-lula-em-igreja.ghtml
47,É #FAKE que TSE envie mensagens de cancelamento de título por irregularidade no CPF,9/22/2022,Falsa,indefinido,Fato ou Fake,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/09/22/e-fake-que-tse-envie-mensagens-de-cancelamento-de-titulo-por-irregularidade-no-cpf.ghtml
48,É #FAKE que vídeo de garis com urnas no RJ mostre ação irregular,9/22/2022,Falsa,Jair Bolsonaro,Fato ou Fake,https://g1.globo.com/fato-ou-fake/noticia/2022/09/22/e-fake-que-video-de-garis-com-urnas-no-rj-mostre-acao-irregular.ghtml
49,Veja o que é #FATO ou #FAKE nas declarações dos candidatos à presidência na 6ª semana de campanha,9/23/2022,,indefinido,Fato ou Fake,https://g1.globo.com/fato-ou-fake/politica/noticia/2022/09/23/veja-o-que-e-fato-ou-fake-nas-declaracoes-dos-candidatos-a-presidencia-na-6a-semana-de-campanha.ghtml
50,É #FAKE mensagem com oferta de bolsas de estudo em nome do Inep,9/23/2022,Falsa,indefinido,Fato ou Fake,https://g1.globo.com/fato-ou-fake/noticia/2022/09/23/e-fake-mensagem-com-oferta-de-bolsas-de-estudo-em-nome-do-inep.ghtml
51,Veja o que é #FATO ou #FAKE nas falas dos presidenciáveis no segundo debate,9/24/2022,,indefinido,Fato ou Fake,https://g1.globo.com/fato-ou-fake/politica/noticia/2022/09/24/veja-o-que-e-fato-ou-fake-nas-falas-dos-presidenciaveis-no-segundo-debate.ghtml
52,É #FAKE que Rede Globo entrou na Justiça para entrevistar Adélio Bispo,9/25/2022,Falsa,Jair Bolsonaro,Fato ou Fake,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/09/25/e-fake-que-rede-globo-entrou-na-justica-para-entrevistar-adelio-bispo.ghtml
53,É #FAKE que vídeos mostrem confronto no Chile em 2022,9/27/2022,Falsa,Jair Bolsonaro,Fato ou Fake,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/09/27/e-fake-que-videos-mostrem-confronto-no-chile-em-2022.ghtml
54,É #FAKE que vídeo mostre fraude em urnas em sindicato,9/27/2022,Falsa,Jair Bolsonaro,Fato ou Fake,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/09/27/e-fake-que-video-mostre-fraude-em-urnas-em-sindicato.ghtml
55,É #FAKE que WhatsApp tenha sido bloqueado; vídeo é antigo,9/28/2022,Falsa,Jair Bolsonaro,Fato ou Fake,https://g1.globo.com/fato-ou-fake/noticia/2022/09/28/e-fake-que-reportagem-sobre-bloqueio-de-whatsapp-seja-nas-eleicoes-de-2022.ghtml
56,É #FAKE que eleitor perderá voto se apertar a tecla 'confirma' enquanto urna exibe 'confira seu voto',9/28/2022,Falsa,Jair Bolsonaro,Fato ou Fake,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/09/28/e-fake-que-eleitor-perdera-voto-se-apertar-a-tecla-confirma-enquanto-urna-exibe-confira-seu-voto.ghtml
57,"É #FAKE que urnas chegaram 'cheias de votos' antes da eleição em Cordeiro, RJ",9/28/2022,Falsa,Jair Bolsonaro,Fato ou Fake,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/09/28/e-fake-que-urnas-chegaram-cheias-de-votos-antes-da-eleicao-em-cordeiro-rj.ghtml
58,É #FAKE que eleitores de Lula e Bolsonaro têm que votar em dias separados,9/28/2022,Falsa,Jair Bolsonaro,Fato ou Fake,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/09/28/e-fake-que-eleitores-de-lula-e-bolsonaro-tem-que-votar-em-dias-separados.ghtml
59,Veja o que é #FATO ou #FAKE nas falas dos presidenciáveis no debate da Globo,9/30/2022,Falsa,indefinido,Fato ou Fake,https://g1.globo.com/fato-ou-fake/politica/noticia/2022/09/30/veja-o-que-e-fato-ou-fake-nas-falas-dos-presidenciaveis-no-debate-da-globo.ghtml
60,É #FAKE que bolsonaristas comemoraram vitória de Bolsonaro em shopping na Austrália,10/2/2022,Falsa,Jair Bolsonaro,Fato ou Fake,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/10/02/e-fake-que-bolsonaristas-comemoraram-vitoria-de-bolsonaro-em-shopping-na-australia.ghtml
61,É #FAKE que vídeo com senador Randolfe Rodrigues mostra briga da cúpula do PT nas eleições de 2022,10/2/2022,Falsa,Jair Bolsonaro,Fato ou Fake,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/10/02/e-fake-que-video-com-senador-randolfe-rodrigues-mostra-briga-da-cupula-do-pt-nas-eleicoes-de-2022.ghtml
62,"É #FAKE que Polícia Federal encontrou urnas com votos registrados antes das eleições, em Brasília",10/2/2022,Falsa,Jair Bolsonaro,Fato ou Fake,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/10/02/e-fake-que-policia-federal-encontrou-urnas-com-votos-registrados-antes-das-eleicoes-em-brasilia.ghtml
63,É #FAKE que vídeo que mostra táxi entregando urna em escola do RJ revele ação irregular,10/2/2022,Falsa,Jair Bolsonaro,Fato ou Fake,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/10/02/e-fake-que-video-que-mostra-taxi-entregando-urna-em-escola-do-rj-revele-acao-irregular.ghtml
64,É #FAKE que David Lynch desejou 'grande dia' ao candidato Lula em vídeo,10/2/2022,Falsa,Lula,Fato ou Fake,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/10/02/e-fake-que-david-lynch-desejou-grande-dia-ao-candidato-lula-em-video.ghtml
65,É #FAKE que imagem mostre apoio de Ciro Gomes a Bolsonaro,10/2/2022,Falsa,Jair Bolsonaro,Fato ou Fake,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/10/02/e-fake-que-imagem-mostre-apoio-de-ciro-gomes-e-bolsonaro.ghtml
66,É #FAKE que vídeo com pessoas cantando o Hino Nacional no metrô tenha sido gravado no dia das eleições,10/2/2022,Falsa,Jair Bolsonaro,Fato ou Fake,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/10/02/e-fake-que-video-com-pessoas-cantando-o-hino-nacional-no-metro-tenha-sido-gravado-no-dia-das-eleicoes.ghtml
67,É #FAKE que vídeo com pessoas cantando hino brasileiro em Portugal foi feito na véspera do 1º turno,10/2/2022,Falsa,Jair Bolsonaro,Fato ou Fake,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/10/02/e-fake-que-video-com-pessoas-cantando-hino-brasileiro-em-portugal-foi-feito-na-vespera-do-1o-turno.ghtml
68,"É #FAKE que g1 publicou reportagem com o título: ""Pesquisa de boca de urna mostra Bolsonaro à frente de Lula""",10/2/2022,Falsa,Jair Bolsonaro,Fato ou Fake,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/10/02/e-fake-que-g1-publicou-reportagem-com-o-titulo-pesquisa-de-boca-de-urna-mostra-bolsonaro-a-frente-de-lula.ghtml
69,É #FAKE que Bolsonaro teve votação inferior à de aliados no 1º turno,10/3/2022,Falsa,Jair Bolsonaro,Fato ou Fake,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/10/03/e-fake-que-bolsonaro-teve-votacao-inferior-a-de-aliados-no-1o-turno.ghtml
70,É #FATO que voto servirá como prova de vida junto ao INSS,10/3/2022,Verdadeira,indefinido,Fato ou Fake,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/10/03/e-fato-que-voto-servira-como-prova-de-vida-junto-ao-inss.ghtml
71,"É #FAKE que Barreiras, na Bahia, teve mais votos para Lula que número de habitantes",10/3/2022,Falsa,Jair Bolsonaro,Fato ou Fake,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/10/03/e-fake-que-barreiras-na-bahia-teve-mais-votos-para-lula-que-numero-de-habitantes.ghtml
72,É #FAKE print de Twitter de Bolsonaro que afirma que maçonaria será maior que o cristianismo,10/4/2022,Falsa,Lula,Fato ou Fake,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/10/04/e-fake-print-de-twitter-de-bolsonaro-que-afirma-que-maconaria-sera-maior-que-o-cristianismo.ghtml
73,É #FAKE mensagem que diz 'que até os mortos votaram em Lula',10/5/2022,Falsa,Jair Bolsonaro,Fato ou Fake,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/10/05/e-fake-mensagem-que-diz-que-ate-os-mortos-votaram-em-lula.ghtml
74,É #FAKE que boletins de urna em vídeo provem que votos não foram computados,10/5/2022,Falsa,Jair Bolsonaro,Fato ou Fake,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/10/05/e-fake-que-boletins-de-urna-em-video-provem-que-votos-nao-foram-computados.ghtml
75,É #FAKE áudio sobre ação de hackers russos e do Exército na eleição,10/5/2022,Falsa,Jair Bolsonaro,Fato ou Fake,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/10/05/e-fake-audio-sobre-acao-de-hackers-russos-e-do-exercito-na-eleicao.ghtml
76,"É #FAKE que g1 publicou reportagem afirmando que Lula disse que, se eleito, irá revogar o PIX",10/6/2022,Falsa,Jair Bolsonaro,Fato ou Fake,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/10/06/e-fake-que-g1-publicou-reportagem-afirmando-que-lula-disse-que-se-eleito-ira-revogar-o-pix.ghtml
77,É #FAKE mensagem que diz que Lula declarou que irá fechar igrejas em 2023,10/7/2022,Falsa,Jair Bolsonaro,Fato ou Fake,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/10/07/e-fake-mensagem-que-diz-que-lula-declarou-que-ira-fechar-igrejas-em-2023.ghtml
78,É #FAKE que ge publicou reportagem afirmando que Lula prometeu dificultar a vida do Flamengo,10/7/2022,Falsa,Jair Bolsonaro,Fato ou Fake,https://g1.globo.com/fato-ou-fake/politica/noticia/2022/10/07/e-fake-que-ge-publicou-reportagem-afirmando-que-lula-prometeu-dificultar-a-vida-do-flamengo.ghtml
79,Veja o que é #FATO ou #FAKE nas declarações de Lula e Bolsonaro na 1ª semana após o 1º turno,10/7/2022,,indefinido,Fato ou Fake,https://g1.globo.com/fato-ou-fake/noticia/2022/10/07/veja-o-que-e-fato-ou-fake-nas-declaracoes-de-lula-e-bolsonaro-na-1a-semana-apos-o-1o-turno.ghtml
80,É #FAKE vídeo que mostra Bolsonaro na liderança da pesquisa Ipec divulgada em 5 de outubro de 2022,10/8/2022,Falsa,Jair Bolsonaro,Fato ou Fake,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/10/08/e-fake-video-que-mostra-bolsonaro-na-lideranca-da-pesquisa-ipec-divulgada-em-5-de-outubro-de-2022.ghtml
81,É #FAKE que seção de Uberaba com mais eleitores para presidente do que para outros cargos revele fraude,10/10/2022,Falsa,Jair Bolsonaro,Fato ou Fake,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/10/10/e-fake-que-secao-de-uberaba-com-mais-eleitores-para-presidente-do-que-para-outros-cargos-revele-fraude.ghtml
82,É #FAKE print em que Lula diz em jantar com aliados que 'nem Deus tira essa eleição dele',10/10/2022,Falsa,Jair Bolsonaro,Fato ou Fake,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/10/10/e-fake-print-em-que-lula-diz-em-jantar-com-aliados-que-nem-deus-tira-essa-eleicao-dele.ghtml
83,"É #FAKE que eleitores de Pancas, ES votaram no 2º turno antes da data",10/10/2022,Falsa,Jair Bolsonaro,Fato ou Fake,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/10/10/e-fake-que-eleitores-de-pancas-es-votaram-no-2o-turno-antes-da-data.ghtml
84,É #FAKE que g1 publicou reportagem afirmando que Lula dará prazo para que todos entreguem armas,10/10/2022,Falsa,Jair Bolsonaro,Fato ou Fake,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/10/10/e-fake-que-g1-publicou-reportagem-afirmando-que-lula-dara-prazo-para-que-todos-entreguem-armas.ghtml
85,É #FAKE que Lula fez post defendendo fim do cristianismo,10/10/2022,Falsa,Jair Bolsonaro,Fato ou Fake,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/10/10/e-fake-que-lula-fez-post-defendendo-fim-do-cristianismo.ghtml
86,É #FAKE que eleitores de Lula não precisam votar no 2° turno,10/10/2022,Falsa,Jair Bolsonaro,Fato ou Fake,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/10/10/e-fake-que-eleitores-de-lula-nao-precisam-votar-no-2-turno.ghtml
87,"É #FAKE que Lula defenda na atual campanha fechar canais de TV, internet e jornais e invasão de propriedade privada",10/12/2022,Falsa,Jair Bolsonaro,Fato ou Fake,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/10/12/e-fake-que-lula-defenda-na-atual-campanha-fechar-canais-de-tv-internet-e-jornais-e-invasao-de-propriedade-privada.ghtml
88,"É #FAKE que prefeito do PT foi preso em Alcobaça, na Bahia, por desvio de 30 milhões",10/12/2022,Falsa,Jair Bolsonaro,Fato ou Fake,https://g1.globo.com/fato-ou-fake/eleicoes/noticia/2022/10/12/e-fake-que-prefeito-do-pt-foi-preso-em-alcobaca-na-bahia-por-desvio-de-30-milhoes.ghtml
