,Título da checagem,Data da checagem,Natureza da notícia,Candidato(s) favorecidos(s) pela notícia falsa,Agência,Link
47,Post resgata vídeo antigo de confronto em protesto anti-Bolsonaro na Itália,9/27/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/09/27/post-resgata-video-antigo-de-confronto-em-protesto-anti-bolsonaro-na-italia.htm
48,É falso que mensagem na urna para eleitor conferir candidato invalide voto,9/28/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/09/28/e-falso-que-mensagem-nas-urnas-para-conferir-voto-tenta-confundir-eleitores.htm
49,Biometria dispensa eleitor de assinar caderno de votação,9/28/2022,Falsa,indefinido,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/09/28/biometria-dispensa-eleitor-de-assinar-caderno-de-votacao.htm
50,É falso que urnas em cidade do RJ já tinham votos registrados para Lula,9/28/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/09/28/e-falso-que-urnas-em-cidade-do-rj-ja-tinham-votos-registrados-para-lula.htm
51,Moraes não pediu para Bolsonaro remover vídeo chorando das redes,9/28/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/09/28/moraes-nao-pediu-para-bolsonaro-remover-video-chorando-das-redes.htm
52,Prédio de sindicato em Itapeva é usado pelo TRE-SP desde 2014; entenda,9/28/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/09/28/predio-de-sindicato-em-itapeva-e-usado-pelo-tre-sp-desde-2014-entenda.htm
53,Flávio Bolsonaro engana ao usar vídeo antigo do Chile para atacar Lula,9/28/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/09/28/flavio-bolsonaro-engana-ao-usar-video-antigo-do-chile-para-atacar-lula.htm
54,Randolfe não disse que Vitória teve ato pró-Bolsonaro com apoio da Nestlé,9/29/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/09/29/publicacao-falsa-randolfe-twitter.htm
55,É falso que grupo Exaltasamba foi expulso de palco por apoiar Lula,9/29/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/09/29/falso-exaltasamba-expulso-lula.htm
56,É falso que urnas eletrônicas são modificadas em sindicato dos metalúrgicos,9/29/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/09/29/urnas-eletronicas-modificadas-falso-sindicato-metalurgicos-enganoso.htm
57,"É falso que Globo entrevistou Adélio, autor da facada em Bolsonaro",9/29/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/09/29/falso-video-globo-entrevista-adelio-bolsonaro.htm
58,Lula não estava de tornozeleira eletrônica no debate da Globo,9/30/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/09/30/lula-nao-estava-de-tornozeleira-eletronica-no-debate-da-globo.htm
59,"Remoção de pintura pró-Bolsonaro em ES não é ""censura"", como diz vídeo",9/30/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/09/30/remocao-de-pintura-pro-bolsonaro-em-es-nao-e-censura-como-diz-video.htm
60,Vídeo usa dados do DivulgaCand para distorcer gastos da campanha de Lula,10/1/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/01/video-usa-dados-do-divulgacand-para-distorcer-gastos-da-campanha-de-lula.htm
61,É falso que vídeo mostre briga no Senado entre membros da campanha do PT,10/2/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/02/video-falso-integrantes-campanha-lula.htm
62,Transporte de urna eletrônica em Campo Grande (MS) não foi irregular,10/2/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/02/transporte-de-urna-eletronica-em-campo-grande-ms-nao-foi-irregular.htm
63,Mensagem falsa de 2018 sobre urnas apreendidas no RS é reciclada em 2022,10/2/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/02/mensagem-falsa-de-2018-sobre-urnas-apreendidas-no-rs-e-reciclada.htm
64,Entrega de urnas por táxi em escola do Rio não foi irregular,10/2/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/02/entrega-de-urnas-via-taxi-em-escola-do-rio-nao-foi-irregular.htm
65,Post engana ao usar imagem de nazista como diretor do Datafolha,10/2/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/02/post-engana-ao-usar-imagem-de-nazista-como-diretor-do-datafolha.htm
66,Ipec não deixou de fazer pesquisa boca de urna por já ter errado resultados,10/2/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/02/post-falso-boca-de-urna-ipec-ex-ibope-eleicoes-2022.htm
67,Marcola não declarou apoio a Lula nas eleições de 2022,10/2/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/02/marcola-nao-declarou-apoio-a-lula-nas-eleicoes-de-2022.htm
68,Urna trava e eleitor se recusa a votar após substituição em Petrópolis (RJ),10/3/2022,,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/03/urna-trava-e-eleitor-se-recusa-a-votar-apos-substituicao-em-petropolis-rj.htm
69,Fala de Ciro Gomes é tirada de contexto para alegar fraude nas urnas,10/3/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/03/fala-de-ciro-gomes-e-tirada-de-contexto-para-alegar-fraude-nas-urnas.htm
70,É falso que nº de votos em Lula superou o de habitantes em Barreiras (BA),10/3/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/03/e-falso-que-barreiras-ba-teve-mais-votos-para-lula-do-que-habitantes.htm
71,Comprovante de votação não indica em quem o eleitor votou,10/3/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/02/comprovante-de-votacao-nao-indica-em-quem-o-eleitor-votou.htm
72,É falso que brasileiros que moram em Cuba são proibidos de votar,10/4/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/04/falso-lula-bolsonaro-nao-foram-votados-cuba.htm
73,Post que diz que 'mortos votaram em Lula' inventa cidades e erra dados,10/4/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/04/post-que-diz-que-mortos-votaram-em-lula-inventa-cidades-e-erra-dados.htm
74,Erro na identificação não impediu eleitora de votar em Manaus (AM),10/4/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/04/erro-na-identificacao-nao-impediu-eleitora-de-votar-em-manaus-am.htm
75,Foto de Bolsonaro na maçonaria é antiga; montagem insere símbolo pagão,10/5/2022,Falsa,Lula,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/05/foto-de-bolsonaro-na-maconaria-e-antiga-montagem-insere-simbolo-pagao.htm
76,É montagem: Lula não disse que 'nem Deus tira essa eleição dele',10/5/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/05/lula-nem-deus-tira-a-eleicao-dele-checagem.htm
77,"É falso que virada de Lula foi 'ditada por algoritmo', como diz post",10/5/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/05/e-falso-que-virada-de-lula-foi-ditada-por-algoritmo-como-diz-post.htm
78,Lula não declarou no Twitter que vai prender padres e fechar igrejas,10/5/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/05/lula-nao-declarou-no-twitter-que-vai-prender-padres-e-fechar-igrejas.htm
79,"Ato pró-Bolsonaro em shopping não ocorreu na Austrália, mas é de 2018 em MG",10/5/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/05/video-falso-manifestacao-bolsonaro-australia.htm
80,Vídeo engana ao sugerir fraude nas urnas no interior de SP,10/5/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/05/video-engana-ao-sugerir-fraude-nas-urnas-no-interior-de-sp.htm
81,Posts resgatam notícia falsa de que estatuto do PT prevê confisco de bens,10/5/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/05/e-falso-que-estatuto-do-pt-preve-confisco-de-bens.htm
82,Vini Jr não criticou Bolsonaro no Twitter; postagem é de outro usuário,10/5/2022,Falsa,Lula,UOL Confere,https://noticias.uol.com.br/comprova/ultimas-noticias/2022/10/05/vini-jr-nao-criticou-bolsonaro-no-twitter-postagem-e-de-outro-usuario.htm
83,Lista falsa de propostas do programa de governo de Lula circula nas redes,10/5/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/05/imagem-falsa-plano-de-governo-lula-tse.htm
84,É falso que eleitores do ES já votaram para o segundo turno,10/5/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/05/e-falso-que-eleitores-do-es-ja-tenham-votado-para-o-segundo-turno.htm
85,É falso que programa de governo de Lula prevê banheiro unissex em escolas,10/6/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/06/e-falso-que-programa-de-governo-de-lula-preve-banheiro-unissex-em-escolas.htm
86,"Nordeste não está sendo governado pelo PT há 20 anos, como disse Bolsonaro",10/6/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/06/nordeste-nao-esta-sendo-governado-pelo-pt-ha-20-anos-como-disse-bolsonaro.htm
87,Voto em trânsito justifica mais eleitores para presidente em seção de MG,10/6/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/06/voto-em-transito-justifica-mais-eleitores-para-presidente-em-secao-de-mg.htm
88,É falso que boletim de urna encontrado em Curitiba não foi computado,10/6/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/comprova/ultimas-noticias/2022/10/06/e-falso-que-boletim-de-urna-encontrado-em-curitiba-nao-foi-computado.htm
89,É falso que todas as urnas de local no RS tiveram 129 votos a Bolsonaro,10/6/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/06/e-falso-que-todas-as-urnas-de-secao-no-rs-tiveram-129-votos-a-bolsonaro.htm
90,Vídeo de Lula dizendo que PT tem que 'desagradar mercado' é de 2017,10/7/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/07/video-de-lula-dizendo-que-pt-tem-que-desagradar-mercado-e-de-2017.htm
91,Lula não fez tuíte sobre apoio de Xangô em campanha e fim do cristianismo,10/7/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/07/lula-nao-fez-tuite-sobre-apoio-de-xango-em-campanha-e-fim-do-cristianismo.htm
92,Moraes não passou cargo no TSE; Toffoli assume como ministro substituto,10/7/2022,Falsa,indefinido,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/07/moraes-nao-passou-cargo-no-tse-toffoli-assume-como-ministro-substituto.htm
93,"TSE não proibiu campanha contra poliomielite, mas aparição de Queiroga",10/7/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/07/tse-nao-proibiu-campanha-contra-poliomielite-mas-aparicao-de-queiroga.htm
94,É falso tuíte em que Lula diz que 'população vai entregar armas' em 2023,10/10/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/10/e-falso-tuite-em-que-lula-diz-que-populacao-vai-entregar-armas-em-2023.htm
95,É falso que Erika Hilton foi convidada para ser ministra de Lula,10/10/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/10/e-falso-que-erika-hilton-foi-convidada-para-ser-ministra-de-lula.htm
96,Bolsonaro não fez post dizendo que acabará com feriado de 12 de outubro,10/10/2022,Falsa,Lula,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/10/bolsonaro-nao-fez-post-dizendo-que-acabara-com-feriado-de-12-de-outubro.htm
97,É falso que católicos que votam em partido comunista são excomungados,10/11/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/11/e-falso-que-catolicos-que-votam-em-partido-comunista-sao-excomungados.htm
98,Voz em áudio sobre intervenção militar no 2º turno não é de Braga Netto,10/11/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/11/voz-em-audio-sobre-intervencao-militar-no-2-turno-nao-e-de-braga-netto.htm
99,É falso que eleitores de Lula não precisam votar no 2º turno,10/12/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/12/e-falso-que-eleitores-de-lula-nao-precisam-votar-no-2-turno.htm
100,Lula no Alemão: CPX significa complexo e campanha teve escolta,10/13/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/13/lula-no-alemao-cpx-significa-complexo-e-campanha-teve-escolta.htm
101,Bolsonaristas inventam cidades no Brasil para disseminar fake news,10/13/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/13/bolsonaristas-inventam-cidades-no-brasil-para-disseminar-fake-news.htm
102,Vídeo editado mostra Bolsonaro à frente na pesquisa Ipec do segundo turno,10/13/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/comprova/ultimas-noticias/2022/10/13/video-editado-mostra-bolsonaro-a-frente-na-pesquisa-ipec-do-segundo-turno.htm
103,"Ao contrário do que diz Bolsonaro, 1860 crianças morreram de covid-19",10/14/2022,Falsa,Jair Bolsonaro,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/14/ao-contrario-do-que-diz-bolsonaro-1860-criancas-morreram-de-covid-19.htm
104,Pontes que caíram no AM não foram construídas por Bolsonaro e Tarcísio,10/14/2022,Falsa,Lula,UOL Confere,https://noticias.uol.com.br/confere/ultimas-noticias/2022/10/14/pontes-que-cairam-no-am-nao-foram-construidas-por-bolsonaro-e-tarcisio.htm
